experience_level,employment_type,job_title,salary_in_usd,popularity
MI,FT,"Data Engineer",112872,269
MI,FT,"Machine Learning Scientist",112300,270
MI,FT,"Data Engineer",112000,271
MI,FT,"Data Engineer",111775,272
SE,FT,"Data Analyst",110925,273
SE,FT,"Data Engineer",110500,274
EN,FT,"Applied Data Scientist",110037,275
MI,FT,"Data Engineer",110000,276
MI,FT,"Data Analytics Engineer",110000,277
MI,FT,"Head of Data Science",110000,278
MI,FT,"Data Engineer",110000,279
EX,FT,"Data Analyst",110000,280
SE,FT,"Data Analyst",109280,281
SE,FT,"Data Analytics Manager",109280,282
SE,FT,"Big Data Engineer",109024,283
MI,FT,"Data Scientist",109000,284
SE,FT,"Data Engineer",108800,285
MI,FT,"Data Analyst",106260,286
SE,FT,"Data Analyst",106260,287
MI,FT,"Data Engineer",106000,288
SE,FT,"Data Analytics Manager",105400,289
MI,FT,"Data Scientist",105000,290
EN,FT,"Data Scientist",105000,291
SE,CT,"Staff Data Scientist",105000,292
SE,FT,"Data Engineer",105000,293
SE,FT,"Data Analyst",105000,294
SE,FT,"Data Scientist",104890,295
SE,FT,"Data Scientist",104702,296
MI,FT,"Data Engineer",104702,297
SE,FT,"Data Scientist",103691,298
SE,FT,"Lead Data Engineer",103160,299
MI,FT,"Data Science Consultant",103000,300
SE,FT,"Head of Data",102839,301
SE,FT,"Data Analyst",102100,302
MI,FT,"Data Scientist",102100,303
SE,FT,"Data Engineer",101570,304
SE,FT,"Data Engineer",100800,305
EN,CT,"Business Data Analyst",100000,306
MI,FT,"BI Data Analyst",100000,307
EN,FT,"Machine Learning Developer",100000,308
EN,FT,"Data Scientist",100000,309
MI,FT,"Data Engineer",100000,310
EN,FT,"Data Scientist",100000,311
EN,FT,"Research Scientist",100000,312
EN,FT,"Financial Data Analyst",100000,313
SE,FT,"Data Engineer",100000,314
EN,PT,"Data Scientist",100000,315
MI,FL,"Data Scientist",100000,316
SE,FT,"Data Scientist",100000,317
SE,FT,"Data Analyst",100000,318
SE,FT,"Data Analyst",100000,319
SE,FT,"Data Engineer",100000,320
SE,FT,"Big Data Architect",99703,321
SE,FT,"Data Scientist",99360,322
MI,FT,"Data Engineer",99100,323
SE,FT,"Data Analyst",99050,324
SE,FT,"Data Analyst",99000,325
SE,FT,"Data Analyst",99000,326
MI,FT,"Machine Learning Engineer",98158,327
MI,FT,"Data Engineer",98158,328
MI,FT,"Data Engineer",98158,329
MI,FT,"BI Data Analyst",98000,330
SE,FT,"Data Engineer",96282,331
SE,FT,"Research Scientist",96113,332
MI,FT,"Computer Vision Software Engineer",95746,333
SE,FT,"Data Scientist",95550,334
SE,FT,"Data Science Manager",94665,335
SE,FT,"Machine Learning Engineer",94564,336
SE,FT,"Data Engineer",93700,337
SE,FT,"Data Analyst",93700,338
SE,FT,"Research Scientist",93427,339
MI,FT,"Data Engineer",93150,340
MI,FT,"Data Analyst",93000,341
MI,FT,"Data Engineer",91614,342
MI,FT,"Data Scientist",91614,343
SE,FT,"Data Scientist",91237,344
EN,FT,"Data Analyst",91000,345
MI,FT,"Data Scientist",90734,346
MI,FT,"Data Scientist",90734,347
SE,FT,"Data Architect",90700,348
SE,FT,"Data Analyst",90320,349
SE,FT,"Data Analyst",90320,350
SE,FT,"Data Analyst",90320,351
SE,FT,"Data Analyst",90320,352
SE,FT,"Data Analyst",90320,353
EN,FT,"Data Analyst",90000,354
MI,FT,"Data Analyst",90000,355
MI,FT,"Data Engineer",90000,356
EN,FT,"Data Science Consultant",90000,357
EN,FT,"Data Scientist",90000,358
MI,FT,"Data Scientist",90000,359
MI,FT,"Cloud Data Engineer",89294,360
SE,FT,"Marketing Data Analyst",88654,361
MI,FT,"Machine Learning Engineer",88654,362
MI,FT,"Data Scientist",88654,363
MI,FT,"Machine Learning Engineer",87932,364
MI,FT,"Data Engineer",87932,365
MI,FT,"Data Engineer",87932,366
SE,FT,"Lead Machine Learning Engineer",87932,367
SE,FT,"Data Scientist",87738,368
MI,FT,"Machine Learning Engineer",87425,369
MI,FT,"Lead Data Analyst",87000,370
EN,FT,"Data Scientist",86703,371
MI,FT,"Data Analyst",85000,372
EX,FT,"Head of Data Science",85000,373
EN,FT,"Machine Learning Engineer",85000,374
MI,FT,"Data Analyst",85000,375
SE,FT,"Data Analyst",84900,376
MI,FT,"Data Engineer",82900,377
SE,FT,"Machine Learning Engineer",82744,378
EN,FT,"Research Scientist",82528,379
MI,FT,"Data Engineer",82528,380
MI,FT,"Data Scientist",82500,381
SE,FT,"Data Analyst",81666,382
SE,FT,"Data Analyst",81666,383
EN,FT,"Machine Learning Engineer",81000,384
EN,FT,"Data Analyst",80000,385
SE,FT,"Data Analyst",80000,386
EN,FT,"Data Scientist",80000,387
EN,FT,"Data Engineer",80000,388
MI,FT,"Data Analyst",80000,389
SE,FT,"Data Scientist",80000,390
SE,FT,"Data Engineer",80000,391
SE,FT,"Data Analyst",80000,392
MI,FT,"Data Scientist",79833,393
EX,FT,"Data Engineering Manager",79833,394
SE,FT,"Data Analytics Engineer",79197,395
EX,FT,"Head of Machine Learning",79039,396
MI,FT,"Machine Learning Developer",78791,397
SE,FT,"Machine Learning Developer",78791,398
MI,FT,"Data Engineer",78526,399
SE,FT,"Data Engineer",78526,400
MI,FT,"Data Engineer",78526,401
MI,FT,"Data Engineer",78526,402
MI,FT,"Data Scientist",78000,403
SE,FT,"Data Scientist",77684,404
MI,FT,"ML Engineer",77364,405
MI,FT,"Data Scientist",76958,406
MI,FT,"Data Engineer",76940,407
MI,FT,"Data Engineer",76940,408
EN,FT,"Data Science Consultant",76833,409
SE,FT,"Data Engineer",76833,410
EN,FT,"Data Science Consultant",76833,411
MI,FT,"Data Scientist",75774,412
MI,FT,"Data Analyst",75000,413
MI,FT,"Principal Data Analyst",75000,414
MI,FT,"Applied Machine Learning Scientist",75000,415
MI,FT,"Data Analyst",75000,416
MI,FT,"Data Engineer",74130,417
MI,FT,"Machine Learning Engineer",74000,418
MI,FT,"Data Scientist",73000,419
EN,FT,"Data Engineer",72500,420
MI,FT,"Data Engineer",72212,421
EN,FT,"Data Analyst",72000,422
MI,FT,"Data Scientist",71982,423
SE,FT,"Data Analyst",71786,424
SE,FT,"Machine Learning Engineer",71444,425
MI,FT,"Business Data Analyst",70912,426
SE,FT,"Data Engineer",70500,427
MI,FT,"Data Engineer",70139,428
EN,FT,"Big Data Engineer",70000,429
EN,FT,"Computer Vision Software Engineer",70000,430
MI,FT,"Research Scientist",69999,431
EX,FT,"Data Science Consultant",69741,432
MI,PT,"Data Engineer",69741,433
MI,FT,"Data Scientist",69336,434
SE,FT,"Data Analyst",69000,435
SE,FT,"Data Scientist",68428,436
MI,FT,"Data Engineer",68147,437
EN,FT,"Data Analyst",67000,438
SE,FT,"Machine Learning Engineer",66265,439
MI,FT,"Data Engineer",66022,440
MI,FT,"Data Engineer",65949,441
MI,FT,"Data Engineer",65949,442
MI,FT,"Data Scientist",65438,443
SE,FT,"Data Engineer",65438,444
MI,FT,"Data Analyst",65438,445
EN,FT,"Data Engineer",65013,446
SE,FT,"Machine Learning Engineer",65000,447
EN,FT,"Data Engineer",65000,448
MI,FT,"Research Scientist",64849,449
MI,FT,"Data Engineer",63900,450
EN,FT,"Data Science Consultant",63831,451
SE,FT,"Data Analyst",63831,452
MI,FT,"Research Scientist",63810,453
MI,FT,"ML Engineer",63711,454
EN,FT,"Data Scientist",62726,455
MI,FT,"Data Scientist",62726,456
SE,FT,"Machine Learning Engineer",62651,457
MI,FT,"Research Scientist",62649,458
MI,FT,"Data Analyst",62000,459
SE,FT,"Finance Data Analyst",61896,460
MI,FT,"Data Scientist",61467,461
SE,FT,"Data Analyst",61300,462
SE,FT,"Data Analyst",61300,463
SE,FT,"Research Scientist",60757,464
SE,FL,"Computer Vision Engineer",60000,465
MI,FT,"Big Data Engineer",60000,466
EN,FT,"Data Analyst",60000,467
SE,FT,"Data Science Engineer",60000,468
SE,FT,"Data Analyst",60000,469
MI,FT,"Data Engineering Manager",59303,470
EN,FT,"Data Analyst",59102,471
EN,FT,"Business Data Analyst",59102,472
MI,FT,"Data Engineer",58894,473
MI,FT,"Machine Learning Infrastructure Engineer",58255,474
EN,FT,"Data Engineer",58035,475
EN,FT,"Data Scientist",58000,476
MI,FT,"Data Analyst",58000,477
MI,FT,"Data Analyst",58000,478
MI,FT,"Research Scientist",56738,479
MI,FT,"Data Scientist",56256,480
MI,FT,"Lead Data Engineer",56000,481
EN,FT,"BI Data Analyst",55000,482
SE,FT,"AI Scientist",55000,483
MI,FT,"ETL Developer",54957,484
MI,FT,"ETL Developer",54957,485
MI,PT,"Data Engineer",54957,486
EN,FT,"Data Engineer",54742,487
MI,FT,"Applied Data Scientist",54238,488
SE,FT,"Data Science Manager",54094,489
SE,FT,"Data Engineer",54000,490
SE,FT,"Data Scientist",53192,491
EN,FT,"Data Scientist",52396,492
EN,FT,"Data Engineer",52351,493
MI,FT,"Data Engineer",52351,494
MI,FT,"Data Analyst",52351,495
EN,FT,"Data Analyst",52000,496
MI,FT,"Data Analyst",51519,497
EN,FT,"Data Scientist",51321,498
MI,FT,"Machine Learning Engineer",51064,499
MI,FT,"Machine Learning Infrastructure Engineer",50180,500
MI,FT,"Data Scientist",50000,501
EN,FT,"Data Analyst",50000,502
SE,FT,"Data Analytics Engineer",50000,503
SE,FT,"Research Scientist",50000,504
MI,FT,"Data Analyst",50000,505
EN,FT,"Data Scientist",49646,506
MI,FT,"Data Engineer",49461,507
MI,FT,"Data Engineer",49461,508
EN,FT,"Data Scientist",49268,509
MI,FT,"Data Scientist",48000,510
SE,FT,"Data Engineer",47899,511
MI,FT,"Machine Learning Engineer",47282,512
MI,FT,"Data Scientist",46809,513
MI,FT,"Data Analyst",46759,514
MI,FT,"Machine Learning Engineer",46597,515
EN,FT,"AI Scientist",45896,516
EN,FT,"Data Engineer",45807,517
MI,FT,"Data Scientist",45807,518
MI,FT,"Data Analyst",45807,519
MI,FT,"Data Scientist",45760,520
SE,FT,"Machine Learning Engineer",45618,521
MI,FT,"Data Engineer",45391,522
MI,FT,"Data Analyst",43966,523
MI,FT,"Data Analyst",43966,524
MI,FT,"Machine Learning Engineer",43331,525
MI,FT,"Data Scientist",42197,526
EN,FT,"Research Scientist",42000,527
EN,FT,"Data Engineer",41689,528
SE,FT,"Lead Data Scientist",40570,529
MI,FT,"Data Scientist",40481,530
MI,FT,"Data Science Engineer",40189,531
MI,FT,"Data Scientist",40038,532
EN,FT,"Data Scientist",40000,533
EN,FT,"Data Scientist",39916,534
MI,FT,"Data Scientist",39263,535
MI,FT,"Data Analyst",39263,536
MI,FT,"Data Scientist",38776,537
MI,FT,"Applied Machine Learning Scientist",38400,538
MI,FT,"Data Scientist",37825,539
EN,FT,"Machine Learning Engineer",37300,540
MI,FT,"NLP Engineer",37236,541
EN,FT,"Data Scientist",36643,542
MI,FT,"BI Data Analyst",36259,543
MI,FT,"Data Scientist",35735,544
MI,FT,"Data Scientist",35590,545
MI,FT,"Data Scientist",33808,546
SE,FT,"Data Engineer",33511,547
MI,FT,"Data Analyst",32974,548
MI,FT,"Data Analyst",32974,549
MI,FT,"Head of Data",32974,550
EN,CT,"Applied Machine Learning Scientist",31875,551
MI,FT,"Data Scientist",31615,552
EN,FT,"Data Engineer",30428,553
EN,FT,"Data Scientist",29751,554
EN,PT,"Computer Vision Engineer",28609,555
MI,FT,"Data Engineer",28476,556
EN,FT,"Data Scientist",28399,557
MI,FT,"Data Engineer",28369,558
MI,FT,"Data Engineer",28016,559
MI,FT,"Data Engineer",26005,560
MI,FT,"Data Scientist",25532,561
SE,FT,"Data Engineer",25000,562
MI,FT,"Machine Learning Engineer",24823,563
EN,FT,"Machine Learning Engineer",24823,564
SE,FT,"Machine Learning Engineer",24342,565
SE,FT,"Computer Vision Engineer",24000,566
MI,FT,"Big Data Engineer",22611,567
EN,FT,"ML Engineer",21983,568
EN,FT,"Machine Learning Engineer",21844,569
EN,PT,"Data Scientist",21669,570
EN,FT,"Data Engineer",21637,571
SE,FT,"Data Scientist",20171,572
MI,FT,"Product Data Analyst",20000,573
EN,FT,"Machine Learning Engineer",20000,574
MI,FL,"Data Engineer",20000,575
EN,FT,"Data Analytics Engineer",20000,576
MI,FT,"Data Analyst",20000,577
MI,FT,"Lead Data Analyst",19609,578
SE,FT,"Computer Vision Engineer",18907,579
MI,FT,"Business Data Analyst",18442,580
EN,FT,"Data Scientist",18442,581
EN,FT,"AI Scientist",18053,582
MI,FT,"Big Data Engineer",18000,583
MI,FT,"Data Scientist",16904,584
EN,FT,"Big Data Engineer",16228,585
EN,PT,"ML Engineer",15966,586
EN,FT,"Data Scientist",13400,587
MI,FT,"Data Scientist",12901,588
MI,FT,"Data Engineer",12103,589
EN,PT,"AI Scientist",12000,590
EN,PT,"AI Scientist",12000,591
MI,FL,"Machine Learning Scientist",12000,592
EN,PT,"Data Analyst",10354,593
EN,FT,"Data Analyst",10000,594
EN,FT,"Computer Vision Engineer",10000,595
MI,FT,"Data Scientist",9466,596
EN,FT,"BI Data Analyst",9272,597
MI,FT,"Data Analyst",8000,598
MI,FT,"Product Data Analyst",6072,599
EN,FT,"Data Analyst",6072,600
EN,FT,"Big Data Engineer",5882,601
EN,FT,"Data Science Consultant",5707,602
MI,FT,"Data Scientist",5679,603
MI,PT,"3D Computer Vision Researcher",5409,604
MI,FT,"Data Engineer",4000,605
EN,FT,"Data Scientist",4000,606
MI,FT,"Data Scientist",2859,607
