MyUnknownColumn,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
233,2021,SE,FT,"Data Analyst",200000,USD,200000,US,100,US,L
234,2021,MI,FT,"Data Architect",180000,USD,180000,US,100,US,L
235,2021,MI,FT,"Head of Data Science",110000,USD,110000,US,0,US,S
240,2021,SE,FT,"Data Scientist",130000,CAD,103691,CA,100,CA,L
242,2021,MI,FT,"Data Engineer",110000,USD,110000,US,100,US,L
243,2021,SE,FT,"Data Scientist",165000,USD,165000,US,100,US,L
247,2021,MI,FT,"Data Engineer",108000,TRY,12103,TR,0,TR,M
249,2021,SE,FT,"Principal Data Analyst",170000,USD,170000,US,100,US,M
250,2021,MI,FT,"Data Scientist",115000,USD,115000,US,50,US,L
255,2021,SE,FT,"Big Data Architect",125000,CAD,99703,CA,50,CA,M
256,2021,MI,FT,"Data Engineer",200000,USD,200000,US,100,US,L
257,2021,SE,FT,"Principal Data Scientist",147000,EUR,173762,DE,100,DE,M
258,2021,SE,FT,"Machine Learning Engineer",185000,USD,185000,US,50,US,L
259,2021,EX,FT,"Director of Data Science",120000,EUR,141846,DE,0,DE,L
260,2021,MI,FT,"Data Scientist",130000,USD,130000,US,50,US,L
265,2021,SE,FT,"Lead Data Engineer",160000,USD,160000,PR,50,US,S
267,2021,MI,FT,"Data Engineer",111775,USD,111775,US,0,US,M
271,2021,SE,FT,"Computer Vision Engineer",102000,BRL,18907,BR,0,BR,M
275,2021,EN,FT,"Data Scientist",100000,USD,100000,US,100,US,M
278,2021,SE,FT,"Data Scientist",180000,TRY,20171,TR,50,TR,L
280,2021,MI,FT,"Data Engineer",112000,USD,112000,US,100,US,L
281,2021,EN,FT,"Research Scientist",100000,USD,100000,JE,0,CN,L
283,2021,SE,CT,"Staff Data Scientist",105000,USD,105000,US,100,US,M
287,2021,MI,FT,"Data Scientist",109000,USD,109000,US,50,US,L
289,2022,SE,FT,"Data Engineer",135000,USD,135000,US,100,US,M
290,2022,SE,FT,"Data Analyst",155000,USD,155000,US,100,US,M
291,2022,SE,FT,"Data Analyst",120600,USD,120600,US,100,US,M
292,2022,MI,FT,"Data Scientist",130000,USD,130000,US,0,US,M
294,2022,MI,FT,"Data Engineer",170000,USD,170000,US,100,US,M
295,2022,MI,FT,"Data Engineer",150000,USD,150000,US,100,US,M
296,2022,SE,FT,"Data Analyst",102100,USD,102100,US,100,US,M
298,2022,SE,FT,"Data Scientist",136620,USD,136620,US,100,US,M
302,2022,SE,FT,"Data Scientist",146000,USD,146000,US,100,US,M
303,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M
306,2022,SE,FT,"Data Analyst",116000,USD,116000,US,0,US,M
307,2022,MI,FT,"Data Analyst",106260,USD,106260,US,0,US,M
308,2022,MI,FT,"Data Analyst",126500,USD,126500,US,0,US,M
310,2022,EX,FT,"Data Engineer",200000,USD,200000,US,100,US,M
315,2022,SE,FT,"Data Scientist",165220,USD,165220,US,100,US,M
317,2022,SE,FT,"Data Scientist",120160,USD,120160,US,100,US,M
319,2022,SE,FT,"Data Engineer",181940,USD,181940,US,0,US,M
320,2022,SE,FT,"Data Engineer",132320,USD,132320,US,0,US,M
322,2022,SE,FT,"Data Engineer",160080,USD,160080,US,0,US,M
323,2022,SE,FT,"Data Scientist",180000,USD,180000,US,0,US,L
324,2022,SE,FT,"Data Scientist",120000,USD,120000,US,0,US,L
325,2022,SE,FT,"Data Analyst",124190,USD,124190,US,100,US,M
326,2022,EX,FT,"Data Analyst",130000,USD,130000,US,100,US,M
327,2022,EX,FT,"Data Analyst",110000,USD,110000,US,100,US,M
328,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M
329,2022,MI,FT,"Data Analyst",115500,USD,115500,US,100,US,M
330,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M
332,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M
334,2022,SE,FT,"Data Engineer",165400,USD,165400,US,100,US,M
335,2022,SE,FT,"Data Engineer",132320,USD,132320,US,100,US,M
336,2022,MI,FT,"Data Analyst",167000,USD,167000,US,100,US,M
338,2022,SE,FT,"Data Analyst",136600,USD,136600,US,100,US,M
339,2022,SE,FT,"Data Analyst",109280,USD,109280,US,100,US,M
340,2022,SE,FT,"Data Engineer",128875,USD,128875,US,100,US,M
343,2022,EX,FT,"Head of Data Science",167875,USD,167875,US,100,US,M
344,2022,EX,FT,"Analytics Engineer",175000,USD,175000,US,100,US,M
345,2022,SE,FT,"Data Engineer",156600,USD,156600,US,100,US,M
346,2022,SE,FT,"Data Engineer",108800,USD,108800,US,0,US,M
348,2022,SE,FT,"Data Engineer",113000,USD,113000,US,0,US,L
349,2022,SE,FT,"Data Analyst",135000,USD,135000,US,100,US,M
350,2022,SE,FT,"Data Science Manager",161342,USD,161342,US,100,US,M
351,2022,SE,FT,"Data Science Manager",137141,USD,137141,US,100,US,M
352,2022,SE,FT,"Data Scientist",167000,USD,167000,US,100,US,M
353,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M
356,2022,SE,FT,"Data Scientist",150000,USD,150000,US,0,US,M
358,2022,SE,FT,"Data Architect",192400,USD,192400,CA,100,CA,M
360,2022,SE,FT,"Data Analyst",130000,USD,130000,CA,100,CA,M
362,2022,SE,FT,"Data Analyst",130000,USD,130000,CA,100,CA,M
364,2022,SE,FT,"Data Engineer",160000,USD,160000,US,0,US,L
365,2022,SE,FT,"Data Scientist",138600,USD,138600,US,100,US,M
366,2022,SE,FT,"Data Engineer",136000,USD,136000,US,0,US,M
368,2022,EX,FT,"Analytics Engineer",135000,USD,135000,US,100,US,M
369,2022,SE,FT,"Data Scientist",170000,USD,170000,US,100,US,M
370,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M
371,2022,SE,FT,"Machine Learning Engineer",189650,USD,189650,US,0,US,M
372,2022,SE,FT,"Machine Learning Engineer",164996,USD,164996,US,0,US,M
375,2022,EX,FT,"Lead Data Engineer",150000,CAD,118187,CA,100,CA,S
376,2022,SE,FT,"Data Analyst",132000,USD,132000,US,0,US,M
377,2022,SE,FT,"Data Engineer",165400,USD,165400,US,100,US,M
379,2022,SE,FT,"Data Architect",147800,USD,147800,US,100,US,M
380,2022,SE,FT,"Data Engineer",136994,USD,136994,US,100,US,M
381,2022,SE,FT,"Data Engineer",101570,USD,101570,US,100,US,M
382,2022,SE,FT,"Data Analyst",128875,USD,128875,US,100,US,M
385,2022,SE,FT,"Data Engineer",132320,USD,132320,US,100,US,M
387,2022,SE,FT,"Data Analyst",164000,USD,164000,US,0,US,M
388,2022,SE,FT,"Data Engineer",155000,USD,155000,US,100,US,M
391,2022,MI,FT,"AI Scientist",120000,USD,120000,US,0,US,M
392,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M
394,2022,SE,FT,"Data Analytics Manager",145000,USD,145000,US,100,US,M
395,2022,SE,FT,"Data Analytics Manager",105400,USD,105400,US,100,US,M
399,2022,SE,FT,"Data Scientist",158200,USD,158200,US,100,US,L
401,2022,SE,FT,"Data Engineer",154600,USD,154600,US,100,US,L
402,2022,SE,FT,"Data Analyst",115934,USD,115934,US,0,US,M
404,2022,SE,FT,"Data Engineer",175000,USD,175000,US,100,US,M
407,2022,SE,FT,"Data Engineer",183600,USD,183600,US,100,US,L
409,2022,SE,FT,"Data Scientist",180000,USD,180000,US,100,US,M
419,2022,MI,FT,"Machine Learning Scientist",160000,USD,160000,US,100,US,L
420,2022,MI,FT,"Machine Learning Scientist",112300,USD,112300,US,100,US,L
422,2022,MI,FT,"Data Science Manager",159000,USD,159000,US,100,US,M
423,2022,SE,FT,"Data Scientist",180000,USD,180000,US,0,US,M
426,2022,SE,FT,"Data Engineer",100800,USD,100800,US,100,US,L
428,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,L
438,2022,SE,FT,"Machine Learning Engineer",189650,USD,189650,US,0,US,M
439,2022,SE,FT,"Machine Learning Engineer",164996,USD,164996,US,0,US,M
447,2022,SE,FT,"Data Engineer",154600,USD,154600,US,100,US,L
448,2022,SE,FT,"Data Engineer",180000,USD,180000,US,100,US,M
451,2022,MI,FT,"Machine Learning Developer",100000,CAD,78791,CA,100,CA,M
453,2022,MI,FT,"Machine Learning Engineer",120000,USD,120000,US,100,US,S
454,2022,EN,FT,"Computer Vision Engineer",125000,USD,125000,US,0,US,M
456,2022,SE,FT,"Data Engineer",105000,USD,105000,US,100,US,M
461,2022,EN,FT,"Financial Data Analyst",100000,USD,100000,US,50,US,L
464,2022,SE,FT,"Principal Data Scientist",148000,EUR,162674,DE,100,DE,M
465,2022,EN,FT,"Data Engineer",120000,USD,120000,US,100,US,M
466,2022,SE,FT,"Research Scientist",144000,USD,144000,US,50,US,L
467,2022,SE,FT,"Data Scientist",104890,USD,104890,US,100,US,M
468,2022,SE,FT,"Data Engineer",100000,USD,100000,US,100,US,M
469,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
470,2022,MI,FT,"Data Analyst",135000,USD,135000,US,100,US,M
473,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
474,2022,MI,FT,"Data Scientist",140000,GBP,183228,GB,0,GB,M
476,2022,SE,FT,"Data Scientist",185100,USD,185100,US,100,US,M
478,2022,MI,FT,"Data Scientist",200000,USD,200000,US,100,US,M
479,2022,MI,FT,"Data Scientist",120000,USD,120000,US,100,US,M
480,2022,SE,FT,"Machine Learning Engineer",120000,USD,120000,AE,100,AE,S
485,2022,SE,FT,"Machine Learning Engineer",120000,USD,120000,US,100,US,M
487,2022,EN,PT,"Data Scientist",100000,USD,100000,DZ,50,DZ,M
488,2022,MI,FL,"Data Scientist",100000,USD,100000,CA,100,US,M
490,2022,SE,FT,"Head of Data",200000,USD,200000,MY,100,US,M
492,2022,MI,FT,"Data Scientist",150000,PLN,35590,PL,100,PL,L
493,2022,SE,FT,"Machine Learning Developer",100000,CAD,78791,CA,100,CA,M
494,2022,SE,FT,"Data Scientist",100000,USD,100000,BR,100,US,M
495,2022,MI,FT,"Machine Learning Scientist",153000,USD,153000,US,50,US,M
497,2022,SE,FT,"Data Scientist",165000,USD,165000,US,100,US,M
503,2022,MI,FT,"Machine Learning Engineer",121000,AUD,87425,AU,100,AU,L
504,2022,SE,FT,"Data Engineer",115000,USD,115000,US,100,US,M
505,2022,EN,FT,"Data Scientist",120000,AUD,86703,AU,50,AU,M
508,2022,EN,FT,"Research Scientist",120000,USD,120000,US,100,US,L
509,2022,MI,FT,"Applied Data Scientist",157000,USD,157000,US,100,US,L
510,2022,EN,FT,"Computer Vision Software Engineer",150000,USD,150000,AU,100,AU,S
516,2022,SE,FT,"Data Science Manager",152500,USD,152500,US,100,US,M
518,2022,MI,FT,"Data Scientist",115000,CHF,122346,CH,0,CH,L
524,2022,MI,FT,"Data Scientist",135000,USD,135000,US,100,US,L
525,2022,SE,FT,"Applied Data Scientist",177000,USD,177000,US,100,US,L
527,2022,SE,FT,"Data Analyst",135000,USD,135000,US,100,US,M
528,2022,SE,FT,"Data Analyst",100000,USD,100000,US,100,US,M
533,2022,SE,FT,"Machine Learning Engineer",192600,USD,192600,US,100,US,M
536,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M
537,2022,SE,FT,"Data Engineer",155000,USD,155000,US,100,US,M
538,2022,MI,FT,"Data Scientist",141300,USD,141300,US,0,US,M
539,2022,MI,FT,"Data Scientist",102100,USD,102100,US,0,US,M
540,2022,SE,FT,"Data Analyst",115934,USD,115934,US,100,US,M
544,2022,SE,FT,"Data Engineer",130000,USD,130000,US,100,US,M
545,2022,SE,FT,"Data Engineer",115000,USD,115000,US,100,US,M
546,2022,SE,FT,"Data Engineer",110500,USD,110500,US,100,US,M
547,2022,SE,FT,"Data Engineer",130000,USD,130000,US,100,US,M
549,2022,SE,FT,"Data Engineer",160000,USD,160000,US,100,US,M
551,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,L
552,2022,SE,FT,"Data Scientist",176000,USD,176000,US,100,US,M
553,2022,SE,FT,"Data Scientist",144000,USD,144000,US,100,US,M
555,2022,SE,FT,"Data Engineer",160000,USD,160000,US,100,US,M
556,2022,SE,FT,"Data Engineer",145000,USD,145000,US,100,US,M
559,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,M
561,2022,SE,FT,"Analytics Engineer",184700,USD,184700,US,0,US,M
562,2022,SE,FT,"Data Engineer",175100,USD,175100,US,100,US,M
563,2022,SE,FT,"Data Engineer",140250,USD,140250,US,100,US,M
564,2022,SE,FT,"Data Analyst",116150,USD,116150,US,100,US,M
566,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M
569,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
571,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
572,2022,SE,FT,"Data Analyst",100000,USD,100000,US,100,US,M
575,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
577,2022,SE,FT,"Data Analyst",150075,USD,150075,US,100,US,M
578,2022,SE,FT,"Data Engineer",100000,USD,100000,US,100,US,M
580,2022,SE,FT,"Data Analyst",126500,USD,126500,US,100,US,M
581,2022,SE,FT,"Data Analyst",106260,USD,106260,US,100,US,M
583,2022,SE,FT,"Data Engineer",160080,USD,160080,US,100,US,M
584,2022,SE,FT,"Data Analyst",105000,USD,105000,US,100,US,M
585,2022,SE,FT,"Data Analyst",110925,USD,110925,US,100,US,M
587,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
590,2022,SE,FT,"Data Architect",192564,USD,192564,US,100,US,M
591,2022,SE,FT,"Data Architect",144854,USD,144854,US,100,US,M
593,2022,SE,FT,"Data Scientist",150000,USD,150000,US,100,US,M
594,2022,SE,FT,"Data Analytics Manager",150260,USD,150260,US,100,US,M
595,2022,SE,FT,"Data Analytics Manager",109280,USD,109280,US,100,US,M
597,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M
598,2022,MI,FT,"Data Scientist",160000,USD,160000,US,100,US,M
599,2022,MI,FT,"Data Scientist",130000,USD,130000,US,100,US,M
602,2022,SE,FT,"Data Engineer",154000,USD,154000,US,100,US,M
603,2022,SE,FT,"Data Engineer",126000,USD,126000,US,100,US,M
604,2022,SE,FT,"Data Analyst",129000,USD,129000,US,0,US,M
605,2022,SE,FT,"Data Analyst",150000,USD,150000,US,100,US,M
606,2022,MI,FT,"AI Scientist",200000,USD,200000,IN,100,US,L
