MyUnknownColumn,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
323,2022,SE,FT,"Data Scientist",180000,USD,180000,US,0,US,L
324,2022,SE,FT,"Data Scientist",120000,USD,120000,US,0,US,L
325,2022,SE,FT,"Data Analyst",124190,USD,124190,US,100,US,M
328,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M
330,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M
331,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M
332,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M
333,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M
334,2022,SE,FT,"Data Engineer",165400,USD,165400,US,100,US,M
335,2022,SE,FT,"Data Engineer",132320,USD,132320,US,100,US,M
337,2022,SE,FT,"Data Engineer",243900,USD,243900,US,100,US,M
338,2022,SE,FT,"Data Analyst",136600,USD,136600,US,100,US,M
339,2022,SE,FT,"Data Analyst",109280,USD,109280,US,100,US,M
340,2022,SE,FT,"Data Engineer",128875,USD,128875,US,100,US,M
341,2022,SE,FT,"Data Engineer",93700,USD,93700,US,100,US,M
345,2022,SE,FT,"Data Engineer",156600,USD,156600,US,100,US,M
346,2022,SE,FT,"Data Engineer",108800,USD,108800,US,0,US,M
347,2022,SE,FT,"Data Scientist",95550,USD,95550,US,0,US,M
348,2022,SE,FT,"Data Engineer",113000,USD,113000,US,0,US,L
349,2022,SE,FT,"Data Analyst",135000,USD,135000,US,100,US,M
350,2022,SE,FT,"Data Science Manager",161342,USD,161342,US,100,US,M
351,2022,SE,FT,"Data Science Manager",137141,USD,137141,US,100,US,M
352,2022,SE,FT,"Data Scientist",167000,USD,167000,US,100,US,M
353,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M
354,2022,SE,FT,"Data Engineer",60000,GBP,78526,GB,0,GB,M
355,2022,SE,FT,"Data Engineer",50000,GBP,65438,GB,0,GB,M
356,2022,SE,FT,"Data Scientist",150000,USD,150000,US,0,US,M
357,2022,SE,FT,"Data Scientist",211500,USD,211500,US,100,US,M
358,2022,SE,FT,"Data Architect",192400,USD,192400,CA,100,CA,M
359,2022,SE,FT,"Data Architect",90700,USD,90700,CA,100,CA,M
360,2022,SE,FT,"Data Analyst",130000,USD,130000,CA,100,CA,M
361,2022,SE,FT,"Data Analyst",61300,USD,61300,CA,100,CA,M
362,2022,SE,FT,"Data Analyst",130000,USD,130000,CA,100,CA,M
363,2022,SE,FT,"Data Analyst",61300,USD,61300,CA,100,CA,M
364,2022,SE,FT,"Data Engineer",160000,USD,160000,US,0,US,L
365,2022,SE,FT,"Data Scientist",138600,USD,138600,US,100,US,M
366,2022,SE,FT,"Data Engineer",136000,USD,136000,US,0,US,M
369,2022,SE,FT,"Data Scientist",170000,USD,170000,US,100,US,M
370,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M
371,2022,SE,FT,"Machine Learning Engineer",189650,USD,189650,US,0,US,M
372,2022,SE,FT,"Machine Learning Engineer",164996,USD,164996,US,0,US,M
376,2022,SE,FT,"Data Analyst",132000,USD,132000,US,0,US,M
377,2022,SE,FT,"Data Engineer",165400,USD,165400,US,100,US,M
378,2022,SE,FT,"Data Architect",208775,USD,208775,US,100,US,M
379,2022,SE,FT,"Data Architect",147800,USD,147800,US,100,US,M
380,2022,SE,FT,"Data Engineer",136994,USD,136994,US,100,US,M
381,2022,SE,FT,"Data Engineer",101570,USD,101570,US,100,US,M
382,2022,SE,FT,"Data Analyst",128875,USD,128875,US,100,US,M
383,2022,SE,FT,"Data Analyst",93700,USD,93700,US,100,US,M
385,2022,SE,FT,"Data Engineer",132320,USD,132320,US,100,US,M
387,2022,SE,FT,"Data Analyst",164000,USD,164000,US,0,US,M
388,2022,SE,FT,"Data Engineer",155000,USD,155000,US,100,US,M
392,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M
393,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M
394,2022,SE,FT,"Data Analytics Manager",145000,USD,145000,US,100,US,M
395,2022,SE,FT,"Data Analytics Manager",105400,USD,105400,US,100,US,M
398,2022,SE,FT,"Data Scientist",215300,USD,215300,US,100,US,L
399,2022,SE,FT,"Data Scientist",158200,USD,158200,US,100,US,L
400,2022,SE,FT,"Data Engineer",209100,USD,209100,US,100,US,L
401,2022,SE,FT,"Data Engineer",154600,USD,154600,US,100,US,L
402,2022,SE,FT,"Data Analyst",115934,USD,115934,US,0,US,M
403,2022,SE,FT,"Data Analyst",81666,USD,81666,US,0,US,M
404,2022,SE,FT,"Data Engineer",175000,USD,175000,US,100,US,M
407,2022,SE,FT,"Data Engineer",183600,USD,183600,US,100,US,L
409,2022,SE,FT,"Data Scientist",180000,USD,180000,US,100,US,M
416,2022,SE,FT,"Data Scientist",260000,USD,260000,US,100,US,M
417,2022,SE,FT,"Data Science Engineer",60000,USD,60000,AR,100,MX,L
423,2022,SE,FT,"Data Scientist",180000,USD,180000,US,0,US,M
424,2022,SE,FT,"Data Scientist",80000,USD,80000,US,0,US,M
426,2022,SE,FT,"Data Engineer",100800,USD,100800,US,100,US,L
428,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,L
438,2022,SE,FT,"Machine Learning Engineer",189650,USD,189650,US,0,US,M
439,2022,SE,FT,"Machine Learning Engineer",164996,USD,164996,US,0,US,M
444,2022,SE,FT,"Data Scientist",215300,USD,215300,US,0,US,L
446,2022,SE,FT,"Data Engineer",209100,USD,209100,US,100,US,L
447,2022,SE,FT,"Data Engineer",154600,USD,154600,US,100,US,L
448,2022,SE,FT,"Data Engineer",180000,USD,180000,US,100,US,M
450,2022,SE,FT,"Data Engineer",80000,USD,80000,US,100,US,M
456,2022,SE,FT,"Data Engineer",105000,USD,105000,US,100,US,M
457,2022,SE,FT,"Lead Machine Learning Engineer",80000,EUR,87932,DE,0,DE,M
464,2022,SE,FT,"Principal Data Scientist",148000,EUR,162674,DE,100,DE,M
466,2022,SE,FT,"Research Scientist",144000,USD,144000,US,50,US,L
467,2022,SE,FT,"Data Scientist",104890,USD,104890,US,100,US,M
468,2022,SE,FT,"Data Engineer",100000,USD,100000,US,100,US,M
469,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
472,2022,SE,FT,"Data Scientist",220000,USD,220000,US,100,US,M
473,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
476,2022,SE,FT,"Data Scientist",185100,USD,185100,US,100,US,M
477,2022,SE,FT,"Machine Learning Engineer",220000,USD,220000,US,100,US,M
480,2022,SE,FT,"Machine Learning Engineer",120000,USD,120000,AE,100,AE,S
481,2022,SE,FT,"Machine Learning Engineer",65000,USD,65000,AE,100,AE,S
484,2022,SE,FT,"Data Engineer",210000,USD,210000,US,100,US,M
485,2022,SE,FT,"Machine Learning Engineer",120000,USD,120000,US,100,US,M
486,2022,SE,FT,"Data Scientist",230000,USD,230000,US,100,US,M
490,2022,SE,FT,"Head of Data",200000,USD,200000,MY,100,US,M
493,2022,SE,FT,"Machine Learning Developer",100000,CAD,78791,CA,100,CA,M
494,2022,SE,FT,"Data Scientist",100000,USD,100000,BR,100,US,M
497,2022,SE,FT,"Data Scientist",165000,USD,165000,US,100,US,M
498,2022,SE,FT,"Research Scientist",85000,EUR,93427,FR,50,FR,L
500,2022,SE,FT,"Machine Learning Engineer",57000,EUR,62651,NL,100,NL,L
504,2022,SE,FT,"Data Engineer",115000,USD,115000,US,100,US,M
513,2022,SE,FT,"Machine Learning Engineer",65000,EUR,71444,IE,100,IE,S
516,2022,SE,FT,"Data Science Manager",152500,USD,152500,US,100,US,M
519,2022,SE,FT,"Applied Data Scientist",380000,USD,380000,US,100,US,L
523,2022,SE,FT,"Data Analytics Lead",405000,USD,405000,US,100,US,L
525,2022,SE,FT,"Applied Data Scientist",177000,USD,177000,US,100,US,L
527,2022,SE,FT,"Data Analyst",135000,USD,135000,US,100,US,M
528,2022,SE,FT,"Data Analyst",100000,USD,100000,US,100,US,M
529,2022,SE,FT,"Data Analyst",90320,USD,90320,US,100,US,M
532,2022,SE,FT,"Machine Learning Engineer",214000,USD,214000,US,100,US,M
533,2022,SE,FT,"Machine Learning Engineer",192600,USD,192600,US,100,US,M
534,2022,SE,FT,"Data Architect",266400,USD,266400,US,100,US,M
535,2022,SE,FT,"Data Architect",213120,USD,213120,US,100,US,M
536,2022,SE,FT,"Data Analyst",112900,USD,112900,US,100,US,M
537,2022,SE,FT,"Data Engineer",155000,USD,155000,US,100,US,M
540,2022,SE,FT,"Data Analyst",115934,USD,115934,US,100,US,M
541,2022,SE,FT,"Data Analyst",81666,USD,81666,US,100,US,M
544,2022,SE,FT,"Data Engineer",130000,USD,130000,US,100,US,M
545,2022,SE,FT,"Data Engineer",115000,USD,115000,US,100,US,M
546,2022,SE,FT,"Data Engineer",110500,USD,110500,US,100,US,M
547,2022,SE,FT,"Data Engineer",130000,USD,130000,US,100,US,M
548,2022,SE,FT,"Data Analyst",99050,USD,99050,US,100,US,M
549,2022,SE,FT,"Data Engineer",160000,USD,160000,US,100,US,M
550,2022,SE,FT,"Data Scientist",205300,USD,205300,US,0,US,L
551,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,L
552,2022,SE,FT,"Data Scientist",176000,USD,176000,US,100,US,M
553,2022,SE,FT,"Data Scientist",144000,USD,144000,US,100,US,M
554,2022,SE,FT,"Data Engineer",200100,USD,200100,US,100,US,M
555,2022,SE,FT,"Data Engineer",160000,USD,160000,US,100,US,M
556,2022,SE,FT,"Data Engineer",145000,USD,145000,US,100,US,M
557,2022,SE,FT,"Data Engineer",70500,USD,70500,US,0,US,M
558,2022,SE,FT,"Data Scientist",205300,USD,205300,US,0,US,M
559,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,M
560,2022,SE,FT,"Analytics Engineer",205300,USD,205300,US,0,US,M
561,2022,SE,FT,"Analytics Engineer",184700,USD,184700,US,0,US,M
562,2022,SE,FT,"Data Engineer",175100,USD,175100,US,100,US,M
563,2022,SE,FT,"Data Engineer",140250,USD,140250,US,100,US,M
564,2022,SE,FT,"Data Analyst",116150,USD,116150,US,100,US,M
565,2022,SE,FT,"Data Engineer",54000,USD,54000,US,0,US,M
566,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M
568,2022,SE,FT,"Data Analyst",80000,USD,80000,US,100,US,M
569,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
570,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M
571,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
572,2022,SE,FT,"Data Analyst",100000,USD,100000,US,100,US,M
573,2022,SE,FT,"Data Analyst",69000,USD,69000,US,100,US,M
574,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M
575,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
576,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M
577,2022,SE,FT,"Data Analyst",150075,USD,150075,US,100,US,M
578,2022,SE,FT,"Data Engineer",100000,USD,100000,US,100,US,M
579,2022,SE,FT,"Data Engineer",25000,USD,25000,US,100,US,M
580,2022,SE,FT,"Data Analyst",126500,USD,126500,US,100,US,M
581,2022,SE,FT,"Data Analyst",106260,USD,106260,US,100,US,M
582,2022,SE,FT,"Data Engineer",220110,USD,220110,US,100,US,M
583,2022,SE,FT,"Data Engineer",160080,USD,160080,US,100,US,M
584,2022,SE,FT,"Data Analyst",105000,USD,105000,US,100,US,M
585,2022,SE,FT,"Data Analyst",110925,USD,110925,US,100,US,M
587,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M
588,2022,SE,FT,"Data Analyst",99000,USD,99000,US,0,US,M
589,2022,SE,FT,"Data Analyst",60000,USD,60000,US,100,US,M
590,2022,SE,FT,"Data Architect",192564,USD,192564,US,100,US,M
591,2022,SE,FT,"Data Architect",144854,USD,144854,US,100,US,M
592,2022,SE,FT,"Data Scientist",230000,USD,230000,US,100,US,M
593,2022,SE,FT,"Data Scientist",150000,USD,150000,US,100,US,M
594,2022,SE,FT,"Data Analytics Manager",150260,USD,150260,US,100,US,M
595,2022,SE,FT,"Data Analytics Manager",109280,USD,109280,US,100,US,M
596,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M
597,2022,SE,FT,"Data Analyst",170000,USD,170000,US,100,US,M
602,2022,SE,FT,"Data Engineer",154000,USD,154000,US,100,US,M
603,2022,SE,FT,"Data Engineer",126000,USD,126000,US,100,US,M
604,2022,SE,FT,"Data Analyst",129000,USD,129000,US,0,US,M
605,2022,SE,FT,"Data Analyst",150000,USD,150000,US,100,US,M
